index	id	week	value
772	KPI06	18	1.08
773	KPI08	18	0.0
774	KPI09	18	5293.0
775	KPI10	18	1.0
776	KPI11	18	4.0
777	KPI12	18	0.9981575310916628
778	KPI13	18	0.9838486386709737
779	KPI15	18	0.0
780	KPI16	18	1.0
781	KPI17	18	0.0
782	KPI18	18	16929.0
783	KPI19	18	1.47
784	KPI20	18	0.82
785	KPI21	18	0.9852051109616677
786	KPI22	18	1.0
787	KPI25	18	4920.0
788	KPI26	18	1745.0
789	KPI27	18	1.0
790	KPI28	18	0.9985274477754744
791	KPI29	18	295.0
792	KPI30	18	591.0
794	KPI32	18	0.9583641638185171
795	KPI33	18	1.9025
796	KPI34	18	0.0
797	KPI35	18	111.0
798	KPI36	18	136.0
799	KPI37	18	0.846153846
800	KPI38	18	0.0
801	KPI39	18	0.9912280701754387
802	KPI40	18	0.9333333333333332
803	KPI41	18	1.0
804	KPI42	18	0.43258080104014934
805	KPI43	18	1.0
806	KPI44	18	81.0
807	KPI45	18	0.9917294115701643
808	KPI46	18	145.0
809	KPI49	18	1846.0
810	KPI01	19	0.9302325581395349
811	KPI02	19	0.9565217391304348
812	KPI03	19	0.9642857142857143
813	KPI47	19	0.9090909090909091
814	KPI48	19	9032.0
815	KPI04	19	84876.0
816	KPI05	19	25414.0
817	KPI06	19	0.8
818	KPI08	19	0.0
819	KPI09	19	6431.0
820	KPI10	19	1.55
821	KPI11	19	4.0
822	KPI12	19	0.9955822583495317
823	KPI13	19	0.7374866879659212
824	KPI15	19	0.0
825	KPI16	19	0.0
826	KPI17	19	0.0
827	KPI18	19	16354.0
828	KPI19	19	0.89
829	KPI20	19	1.05
830	KPI21	19	0.9891145483911065
831	KPI22	19	1.0
832	KPI25	19	5636.0
833	KPI26	19	4189.0
834	KPI27	19	1.0
835	KPI28	19	0.9769668183917145
836	KPI29	19	319.0
837	KPI30	19	619.0
839	KPI32	19	0.9764249423747632
840	KPI33	19	1.425625
841	KPI34	19	0.0
842	KPI35	19	55.0
843	KPI36	19	131.0
844	KPI37	19	0.941176471
845	KPI38	19	0.132149901
846	KPI39	19	0.9832287933094385
847	KPI40	19	1.0
848	KPI41	19	1.0
849	KPI42	19	0.5793268822680588
850	KPI43	19	1.0
851	KPI44	19	86.0
852	KPI45	19	0.9346396082305325
853	KPI46	19	
854	KPI49	19	1385.0
855	KPI01	20	1.0
856	KPI02	20	0.972972972972973
857	KPI03	20	0.9722222222222222
858	KPI47	20	0.9
859	KPI48	20	4042.0
860	KPI04	20	84631.0
861	KPI05	20	17970.0
862	KPI06	20	0.89
863	KPI08	20	0.0
864	KPI09	20	4987.0
865	KPI10	20	1.19
866	KPI11	20	13.0
867	KPI12	20	0.9964379452568429
868	KPI13	20	0.8551269990592663
869	KPI15	20	0.0
870	KPI16	20	0.97
871	KPI17	20	2134.0
872	KPI18	20	18151.0
873	KPI19	20	0.96
874	KPI20	20	0.77
875	KPI21	20	0.7993856578453019
876	KPI22	20	1.0
877	KPI25	20	4642.0
878	KPI26	20	2385.0
879	KPI27	20	1.0
880	KPI28	20	0.9879624393620879
881	KPI29	20	23.0
882	KPI30	20	634.0
883	KPI31	20	4113.0
884	KPI32	20	0.957209633746615
885	KPI33	20	1.595
886	KPI34	20	0.0
887	KPI35	20	31.0
888	KPI36	20	124.0
889	KPI37	20	0.984848485
890	KPI38	20	0.245925926
891	KPI39	20	0.9988425925925926
892	KPI40	20	0.9629629629629629
893	KPI41	20	1.0
894	KPI42	20	1.0
895	KPI43	20	1.0
896	KPI44	20	89.0
897	KPI45	20	0.9464622385603672
898	KPI46	20	159.0
899	KPI49	20	2217.0
900	KPI01	21	0.9473684210526315
901	KPI02	21	0.9354838709677419
902	KPI03	21	0.944444444
903	KPI47	21	0.9285714285714286
904	KPI48	21	8315.0
905	KPI04	21	90605.0
906	KPI05	21	23.0
907	KPI06	21	0.49
908	KPI08	21	0.0
909	KPI09	21	5885.0
910	KPI10	21	1.41
911	KPI11	21	5.0
912	KPI12	21	0.9969507030323564
913	KPI13	21	0.9114698385726423
914	KPI15	21	0.0
915	KPI16	21	1.2
916	KPI17	21	0.0
917	KPI18	21	16732.0
918	KPI19	21	1.14
919	KPI20	21	1.05
920	KPI21	21	0.8466579733261285
921	KPI22	21	1.0
922	KPI25	21	5854.0
923	KPI26	21	226.0
924	KPI27	21	1.0
925	KPI28	21	0.9880128962594735
926	KPI29	21	161.0
927	KPI30	21	651.0
928	KPI31	21	4837.0
929	KPI32	21	0.937154737154737
930	KPI33	21	2.5553125
931	KPI34	21	0.0
932	KPI35	21	25.0
933	KPI36	21	115.0
934	KPI37	21	0.903225806
935	KPI38	21	0.216346154
936	KPI39	21	1.0
937	KPI40	21	1.0
938	KPI41	21	1.0
939	KPI42	21	1.0
940	KPI43	21	1.0
941	KPI44	21	96.0
942	KPI45	21	0.9752021432394397
943	KPI46	21	151.0
944	KPI49	21	2641.0
945	KPI01	22	1.0
946	KPI02	22	0.9354838709677419
947	KPI03	22	0.877192982
948	KPI47	22	0.8
949	KPI48	22	257.0
950	KPI04	22	86900.0
951	KPI05	22	82.0
952	KPI06	22	0.56
953	KPI08	22	0.0
954	KPI09	22	4402.0
955	KPI10	22	1.21
956	KPI11	22	19.0
